date,state,positive,negative,death,dataQualityGrade,totalTestResults,new_negatives,new_positives,new_tests,ratio_new_positives
20200331,PR,239,1195,8,A,1434,264,65,329,0.197568389
20200331,RI,489,3476,8,B,3965,289,87,376,0.231382979
20200331,SC,1083,4616,22,B,5699,456,158,614,0.25732899
20200331,SD,108,3609,1,A,3717,131,7,138,0.050724638
20200331,TN,2239,25121,23,A,27360,3651,405,4056,0.099852071
20200331,TX,3266,39726,41,A,42992,6723,389,7112,0.054696288
20200331,UT,887,17626,5,A,18513,2429,81,2510,0.032270916
20200331,VA,1250,12151,27,A,13401,1133,230,1363,0.168745415
20200331,VI,30,126,0,0,156,0,0,0,0
20200331,VT,320,3949,13,A,4269,231,27,258,0.104651163
20200331,WA,6908,78403,262,A,85311,4158,467,4625,0.100972973
20200331,WI,1351,17375,16,A,18726,1519,130,1649,0.078835658
20200331,WV,162,3981,1,B,4143,997,36,1033,0.034849952
20200331,WY,109,1999,0,A,2108,159,15,174,0.086206897
20200330,AK,114,3540,3,A,3654,308,12,320,0.0375
20200330,AL,859,5694,6,B,6553,1510,53,1563,0.033909149
20200330,AR,473,5262,7,A,5735,2235,47,2282,0.020595968
20200330,AS,0,0,0,0,0,0,0,0,0
20200330,AZ,1157,15602,20,B,16759,2649,238,2887,0.082438517
20200330,CA,6447,20549,133,B,26996,0,739,739,1
20200330,CO,2627,12737,51,A,15364,1522,566,2088,0.271072797
20200330,CT,2571,12029,36,A,14600,2122,578,2700,0.214074074
20200330,DC,401,2682,9,A,3083,213,59,272,0.216911765
20200330,DE,264,2216,6,C,2480,2180,32,2212,0.014466546
20200330,FL,5473,48225,63,A,53698,9155,1227,10382,0.118185321
20200330,GA,2809,9915,87,A,12724,2,158,160,0.9875
20200330,GU,58,352,1,0,410,18,2,20,0.1
20200330,HI,175,7825,0,A,8000,976,24,1000,0.024
20200330,IA,424,6162,6,C,6586,1149,88,1237,0.071139854
20200330,ID,310,4396,6,A,4706,375,49,424,0.115566038
20200330,IL,5057,25389,73,A,30446,2223,461,2684,0.171758569
20200330,IN,1786,9872,35,B,11658,1556,272,1828,0.148796499
20200330,KS,368,4554,8,B,4922,360,49,409,0.119804401
20200330,KY,439,5579,9,A,6018,432,45,477,0.094339623
20200330,LA,4025,30008,185,A,34033,5677,485,6162,0.078708212
20200330,MA,5653,37166,124,B,42819,2932,797,3729,0.213730223
20200330,MD,1413,13316,15,A,14729,962,174,1136,0.153169014
20200330,ME,275,3394,3,A,3669,0,22,22,1
20200330,MI,10901,21183,184,B,32084,5507,891,6398,0.139262269
20200330,MN,576,18246,10,A,18822,1092,73,1165,0.062660944
20200330,MO,1031,13204,13,C,14235,1657,193,1850,0.104324324
20200330,MP,2,0,0,0,2,0,0,0,0
20200330,MS,847,2989,16,B,3836,429,89,518,0.171814672
20200330,MT,171,4143,4,A,4314,0,17,17,1
20200330,NC,1307,19557,6,A,20864,1652,267,1919,0.139134966
20200330,ND,109,3728,2,B,3837,373,11,384,0.028645833
20200330,NE,145,2584,2,A,2729,616,37,653,0.056661562
20200330,NH,314,5386,3,B,5700,862,100,962,0.103950104
20200330,NJ,16636,25224,198,A,41860,3008,3250,6258,0.519335251
20200330,NM,237,10942,2,A,11179,173,0,173,0
20200330,NV,1008,10207,15,A,11215,1795,270,2065,0.130750605
20200330,NY,66497,119971,1218,A,186468,7124,6984,14108,0.495038276
20200330,OH,1933,25342,39,B,27275,6330,280,6610,0.042360061
20200330,OK,481,1207,17,B,1688,2,52,54,0.962962963
20200330,OR,606,12277,16,A,12883,1399,58,1457,0.039807824
20200330,PA,4087,33777,49,A,37864,3716,693,4409,0.157178499
20200330,PR,174,931,6,A,1105,90,47,137,0.343065693
20200330,RI,402,3187,4,B,3589,347,108,455,0.237362637
20200330,SC,925,4160,18,B,5085,1145,151,1296,0.116512346
20200330,SD,101,3478,1,A,3579,351,11,362,0.03038674
20200330,TN,1834,21470,13,A,23304,2433,297,2730,0.108791209
20200330,TX,2877,33003,34,A,35880,9795,325,10120,0.032114625
20200330,UT,806,15197,4,A,16003,1923,87,2010,0.043283582
20200330,VA,1020,11018,25,A,12038,1299,130,1429,0.090972708
20200330,VI,30,126,0,0,156,3,7,10,0.7
20200330,VT,293,3718,12,A,4011,235,37,272,0.136029412
20200330,WA,6441,74245,248,A,80686,4495,561,5056,0.110957278
20200330,WI,1221,15856,14,A,17077,-694,109,-585,-0.186324786
20200330,WV,126,2984,1,B,3110,279,13,292,0.044520548
20200330,WY,94,1840,0,A,1934,286,8,294,0.027210884
20200329,AK,102,3232,2,A,3334,396,17,413,0.041162228
20200329,AL,806,4184,4,B,4990,0,110,110,1
20200329,AR,426,3027,6,A,3453,89,22,111,0.198198198
20200329,AS,0,0,0,0,0,0,0,0,0
20200329,AZ,919,12953,17,B,13872,5498,46,5544,0.008297258
20200329,CA,5708,20549,123,B,26257,0,1065,1065,1
20200329,CO,2061,11215,44,A,13276,1273,327,1600,0.204375
20200329,CT,1993,9907,34,A,11900,2798,702,3500,0.200571429
20200329,DC,342,2469,5,A,2811,258,38,296,0.128378378
20200329,DE,232,36,6,C,268,0,18,18,1
20200329,FL,4246,39070,56,A,43316,3704,483,4187,0.115357058
20200329,GA,2651,9913,80,A,12564,1228,285,1513,0.188367482
20200329,GU,56,334,1,0,390,35,1,36,0.027777778
20200329,HI,151,6849,0,A,7000,2492,31,2523,0.01228696
20200329,IA,336,5013,4,C,5349,638,38,676,0.056213018
20200329,ID,261,4021,5,A,4282,679,31,710,0.043661972
20200329,IL,4596,23166,65,A,27762,1166,1105,2271,0.486569793
20200329,IN,1514,8316,32,B,9830,1141,282,1423,0.198172874
20200329,KS,319,4194,6,B,4513,523,58,581,0.099827883
20200329,KY,394,5147,9,A,5541,326,92,418,0.220095694
20200329,LA,3540,24331,151,A,27871,2485,225,2710,0.08302583
20200329,MA,4856,34234,99,B,39090,3319,698,4017,0.173761514
20200329,MD,1239,12354,10,D,13593,838,247,1085,0.22764977
20200329,ME,253,3394,3,A,3647,0,42,42,1
20200329,MI,10010,15676,132,B,25686,1493,723,2216,0.326263538
20200329,MN,503,17154,9,A,17657,1466,62,1528,0.040575916
20200329,MO,838,11547,10,C,12385,1465,0,1465,0
20200329,MP,2,0,0,0,2,0,0,0,0
20200329,MS,758,2560,14,B,3318,0,95,95,1
20200329,MT,154,4143,1,A,4297,887,25,912,0.027412281
20200329,NC,1040,17905,4,A,18945,1313,105,1418,0.074047955
20200329,ND,98,3355,1,B,3453,546,15,561,0.026737968
20200329,NE,108,1968,2,A,2076,64,12,76,0.157894737
20200329,NH,214,4524,2,B,4738,868,27,895,0.030167598
20200329,NJ,13386,22216,161,A,35602,2830,2262,5092,0.444226237
20200329,NM,237,10769,2,A,11006,1573,46,1619,0.0284126
20200329,NV,738,8412,14,A,9150,511,117,628,0.186305732
20200329,NY,59513,112847,965,A,172360,9231,7195,16426,0.438025082
20200329,OH,1653,19012,29,B,20665,0,247,247,1
20200329,OK,429,1205,16,A,1634,25,52,77,0.675324675
20200329,OR,548,10878,13,A,11426,1185,69,1254,0.055023923
20200329,PA,3394,30061,38,A,33455,4807,643,5450,0.117981651
20200329,PR,127,841,5,A,968,102,27,129,0.209302326
20200329,RI,294,2840,3,B,3134,299,55,354,0.155367232
20200329,SC,774,3015,16,B,3789,607,235,842,0.279097387
20200329,SD,90,3127,1,A,3217,535,22,557,0.039497307
20200329,TN,1537,19037,7,A,20574,2072,164,2236,0.073345259
20200329,TX,2552,23208,34,A,25760,0,500,500,1
20200329,UT,719,13274,2,A,13993,2564,117,2681,0.043640433
20200329,VA,890,9719,22,A,10609,1292,151,1443,0.104643105
20200329,VI,23,123,0,0,146,17,1,18,0.055555556
20200329,VT,256,3483,12,A,3739,291,22,313,0.07028754
20200329,WA,5880,69750,237,A,75630,1587,238,1825,0.130410959
20200329,WI,1112,16550,13,A,17662,1318,123,1441,0.085357391
20200329,WV,113,2705,0,B,2818,374,17,391,0.043478261
20200329,WY,86,1554,0,A,1640,79,4,83,0.048192771
20200328,AK,85,2836,2,A,2921,517,16,533,0.030018762
20200328,AL,696,4184,3,B,4880,0,109,109,1
20200328,AR,404,2938,5,A,3342,1393,23,1416,0.016242938
20200328,AS,0,0,0,0,0,0,0,0,0
20200328,AZ,873,7455,15,B,8328,0,137,137,1
20200328,CA,4643,20549,101,B,25192,3169,764,3933,0.19425375
20200328,CO,1734,9942,31,A,11676,1250,304,1554,0.195624196
20200328,CT,1291,7109,27,A,8400,0,0,0,0
20200328,DC,304,2211,4,A,2515,314,37,351,0.105413105
20200328,DE,214,36,3,C,250,0,51,51,1
20200328,FL,3763,35366,54,A,39129,7180,998,8178,0.122034727
20200328,GA,2366,8685,69,A,11051,821,365,1186,0.307757167
20200328,GU,55,299,1,0,354,0,4,4,1
20200328,HI,120,4357,0,A,4477,0,14,14,1
20200328,IA,298,4375,3,C,4673,635,63,698,0.09025788
20200328,ID,230,3342,4,A,3572,674,41,715,0.057342657
20200328,IL,3491,22000,47,A,25491,3484,465,3949,0.117751329
20200328,IN,1232,7175,31,B,8407,1220,251,1471,0.170632223
20200328,KS,261,3671,5,B,3932,442,59,501,0.117764471
20200328,KY,302,4821,8,A,5123,1053,54,1107,0.048780488
20200328,LA,3315,21846,137,A,25161,3233,569,3802,0.149658075
20200328,MA,4158,30915,72,B,35073,4671,1007,5678,0.17735118
20200328,MD,992,11516,5,D,12508,11422,218,11640,0.018728522
20200328,ME,211,3394,1,A,3605,0,43,43,1
20200328,MI,9287,14183,92,B,23470,1544,628,2172,0.289134438
20200328,MN,441,15688,5,A,16129,2083,43,2126,0.020225776
20200328,MO,838,10082,10,C,10920,9713,169,9882,0.017101801
20200328,MP,2,0,0,0,2,0,2,2,1
20200328,MS,663,2560,13,B,3223,0,84,84,1
20200328,MT,129,3256,1,A,3385,666,21,687,0.030567686
20200328,NC,935,16592,4,A,17527,2219,172,2391,0.071936428
20200328,ND,83,2809,1,B,2892,382,18,400,0.045
20200328,NE,96,1904,2,A,2000,143,11,154,0.071428571
20200328,NH,187,3656,2,B,3843,261,29,290,0.1
20200328,NJ,11124,19386,140,A,30510,2839,2299,5138,0.44745037
20200328,NM,191,9196,1,A,9387,819,55,874,0.062929062
20200328,NV,621,7901,10,A,8522,1740,86,1826,0.047097481
20200328,NY,52318,103616,728,A,155934,2498,7683,10181,0.754640998
20200328,OH,1406,19012,25,B,20418,0,269,269,1
20200328,OK,377,1180,15,A,1557,96,55,151,0.364238411
20200328,OR,479,9693,13,A,10172,1183,65,1248,0.052083333
20200328,PA,2751,25254,34,A,28005,4238,533,4771,0.111716621
20200328,PR,100,739,3,A,839,220,21,241,0.087136929
20200328,RI,239,2541,0,B,2780,235,36,271,0.132841328
20200328,SC,539,2408,13,B,2947,101,83,184,0.451086957
20200328,SD,68,2592,1,A,2660,205,10,215,0.046511628
20200328,TN,1373,16965,6,A,18338,2077,170,2247,0.075656431
20200328,TX,2052,23208,27,A,25260,1273,321,1594,0.201380176
20200328,UT,602,10710,2,A,11312,1946,122,2068,0.058994197
20200328,VA,739,8427,17,A,9166,1694,135,1829,0.073810826
20200328,VI,22,106,0,0,128,51,3,54,0.055555556
20200328,VT,234,3192,12,A,3426,324,21,345,0.060869565
20200328,WA,5642,68163,220,A,73805,2319,283,2602,0.10876249
20200328,WI,989,15232,13,A,16221,2092,147,2239,0.06565431
20200328,WV,96,2331,0,B,2427,552,20,572,0.034965035
20200328,WY,82,1475,0,A,1557,264,12,276,0.043478261
20200327,AK,69,2319,1,A,2388,518,10,528,0.018939394
20200327,AL,587,4184,3,B,4771,591,81,672,0.120535714
20200327,AR,381,1545,3,A,1926,41,46,87,0.528735632
20200327,AS,0,0,0,0,0,0,0,0,0
20200327,AZ,736,7455,13,B,8191,7108,159,7267,0.02187973
20200327,CA,3879,17380,78,B,21259,0,873,873,1
20200327,CO,1430,8692,24,A,10122,1714,344,2058,0.167152575
20200327,CT,1291,7109,27,A,8400,1484,279,1763,0.158252978
20200327,DC,267,1897,3,A,2164,271,36,307,0.117263844
20200327,DE,163,36,2,C,199,0,33,33,1
20200327,FL,2765,28186,34,A,30951,4445,410,4855,0.084449022
20200327,GA,2001,7864,64,A,9865,463,476,939,0.506922258
20200327,GU,51,299,1,0,350,36,6,42,0.142857143
20200327,HI,106,4357,0,A,4463,0,11,11,1
20200327,IA,235,3740,3,C,3975,1162,56,1218,0.045977011
20200327,ID,189,2668,3,A,2857,603,66,669,0.098654709
20200327,IL,3026,18516,34,A,21542,4423,488,4911,0.099368764
20200327,IN,981,5955,24,B,6936,1949,336,2285,0.147045952
20200327,KS,202,3229,4,B,3431,360,34,394,0.086294416
20200327,KY,248,3768,6,A,4016,666,50,716,0.069832402
20200327,LA,2746,18613,119,A,21359,2889,441,3330,0.132432432
20200327,MA,3151,26244,57,B,29395,4917,833,5750,0.144869565
20200327,MD,774,94,5,D,868,0,194,194,1
20200327,ME,168,3394,1,A,3562,0,13,13,1
20200327,MI,8659,12639,92,B,21298,2334,892,3226,0.27650341
20200327,MN,398,13605,4,A,14003,1001,52,1053,0.049382716
20200327,MO,669,369,8,C,1038,0,167,167,1
20200327,MP,0,0,0,0,0,0,0,0,0
20200327,MS,579,2560,8,B,3139,269,94,363,0.258953168
20200327,MT,108,2590,0,A,2698,462,37,499,0.074148297
20200327,NC,763,14373,3,A,15136,2099,127,2226,0.05705301
20200327,ND,65,2427,0,B,2492,388,13,401,0.032418953
20200327,NE,85,1761,0,A,1846,177,12,189,0.063492063
20200327,NH,158,3395,1,B,3553,394,21,415,0.05060241
20200327,NJ,8825,16547,108,A,25372,2886,1949,4835,0.403102378
20200327,NM,136,8377,1,A,8513,696,24,720,0.033333333
20200327,NV,535,6161,10,A,6696,1464,115,1579,0.072830906
20200327,NY,44635,101118,519,A,145753,16272,7377,23649,0.31193708
20200327,OH,1137,19012,19,B,20149,2563,270,2833,0.09530533
20200327,OK,322,1084,8,A,1406,126,74,200,0.37
20200327,OR,414,8510,12,A,8924,1557,87,1644,0.052919708
20200327,PA,2218,21016,22,A,23234,4575,531,5106,0.1039953
20200327,PR,79,519,3,A,598,142,15,157,0.095541401
20200327,RI,203,2306,0,B,2509,1044,38,1082,0.035120148
20200327,SC,456,2307,9,B,2763,0,0,0,0
20200327,SD,58,2387,1,A,2445,414,12,426,0.028169014
20200327,TN,1203,14888,6,A,16091,936,246,1182,0.208121827
20200327,TX,1731,21935,23,A,23666,1907,335,2242,0.149420161
20200327,UT,480,8764,2,A,9244,1456,78,1534,0.050847458
20200327,VA,604,6733,14,A,7337,1004,144,1148,0.12543554
20200327,VI,19,55,0,0,74,0,2,2,1
20200327,VT,213,2868,10,A,3081,124,28,152,0.184210526
20200327,WA,5359,65844,199,A,71203,3900,450,4350,0.103448276
20200327,WI,842,13140,13,A,13982,1557,135,1692,0.079787234
20200327,WV,76,1779,0,B,1855,748,25,773,0.032341527
20200327,WY,70,1211,0,A,1281,159,17,176,0.096590909
20200326,AK,59,1801,1,A,1860,152,17,169,0.100591716
20200326,AL,506,3593,1,C,4099,1064,223,1287,0.173271173
20200326,AR,335,1504,3,A,1839,67,55,122,0.450819672
20200326,AS,0,0,0,0,0,0,0,0,0
20200326,AZ,577,347,8,B,924,24,127,151,0.841059603
20200326,CA,3006,17380,65,B,20386,1459,651,2110,0.308530806
20200326,CO,1086,6978,19,A,8064,189,174,363,0.479338843
20200326,CT,1012,5625,21,A,6637,602,137,739,0.185385656
20200326,DC,231,1626,3,A,1857,203,48,251,0.19123506
20200326,DE,130,36,1,C,166,0,15,15,1
20200326,FL,2355,23741,28,A,26096,8367,673,9040,0.074446903
20200326,GA,1525,7401,48,A,8926,2469,278,2747,0.101201311
20200326,GU,45,263,1,0,308,30,8,38,0.210526316
20200326,HI,95,4357,0,A,4452,0,5,5,1
20200326,IA,179,2578,1,C,2757,0,34,34,1
20200326,ID,123,2065,0,A,2188,178,50,228,0.219298246
20200326,IL,2538,14093,26,A,16631,1749,673,2422,0.277869529
20200326,IN,645,4006,17,B,4651,1127,168,1295,0.12972973
20200326,KS,168,2869,3,B,3037,509,42,551,0.076225045
20200326,KY,198,3102,4,A,3300,237,41,278,0.147482014
20200326,LA,2305,15724,83,A,18029,6068,510,6578,0.077531164
20200326,MA,2318,21327,42,B,23645,3248,579,3827,0.151293441
20200326,MD,580,94,4,D,674,0,157,157,1
20200326,ME,155,3394,0,A,3549,217,6,223,0.02690583
20200326,MI,7767,10305,60,D,18072,2768,707,3475,0.203453237
20200326,MN,346,12604,2,A,12950,1416,59,1475,0.04
20200326,MO,502,369,8,C,871,0,146,146,1
20200326,MP,0,0,0,0,0,0,0,0,0
20200326,MS,485,2291,6,B,2776,725,108,833,0.129651861
20200326,MT,71,2128,0,C,2199,180,18,198,0.090909091
20200326,NC,636,12274,2,A,12910,2289,132,2421,0.054522924
20200326,ND,52,2039,0,B,2091,305,13,318,0.040880503
20200326,NE,73,1584,0,A,1657,280,12,292,0.04109589
20200326,NH,137,3001,1,B,3138,645,29,674,0.043026706
20200326,NJ,6876,13661,81,B,20537,3209,2474,5683,0.435333451
20200326,NM,112,7681,1,A,7793,939,12,951,0.012618297
20200326,NV,420,4697,10,A,5117,446,99,545,0.181651376
20200326,NY,37258,84846,385,B,122104,12178,6447,18625,0.346147651
20200326,OH,867,16449,15,B,17316,2389,163,2552,0.063871473
20200326,OK,248,958,7,A,1206,153,84,237,0.35443038
20200326,OR,327,6953,11,A,7280,2603,118,2721,0.043366409
20200326,PA,1687,16441,16,A,18128,5248,560,5808,0.096418733
20200326,PR,64,377,2,A,441,60,13,73,0.178082192
20200326,RI,165,1262,0,B,1427,0,33,33,1
20200326,SC,456,2307,9,B,2763,4,32,36,0.888888889
20200326,SD,46,1973,1,A,2019,1154,5,1159,0.004314064
20200326,TN,957,13952,3,A,14909,2940,173,3113,0.055573402
20200326,TX,1396,20028,18,A,21424,7508,422,7930,0.053215637
20200326,UT,402,7308,1,A,7710,817,56,873,0.064146621
20200326,VA,460,5729,13,A,6189,750,69,819,0.084249084
20200326,VI,17,55,0,0,72,0,0,0,0
20200326,VT,185,2744,9,A,2929,934,25,959,0.026068822
20200326,WA,4909,61944,183,A,66853,4047,432,4479,0.0964501
20200326,WI,707,11583,8,A,12290,1494,122,1616,0.07549505
20200326,WV,51,1031,0,B,1082,272,12,284,0.042253521
20200326,WY,53,1052,0,A,1105,98,9,107,0.08411215
20200325,AK,42,1649,1,A,1691,663,6,669,0.00896861
20200325,AL,283,2529,0,C,2812,423,68,491,0.138492872
20200325,AR,280,1437,2,A,1717,490,62,552,0.112318841
20200325,AS,0,0,0,0,0,0,0,0,0
20200325,AZ,450,323,6,B,773,10,93,103,0.902912621
20200325,CA,2355,15921,53,B,18276,2469,253,2722,0.092946363
20200325,CO,912,6789,11,A,7701,1285,192,1477,0.12999323
20200325,CT,875,5023,19,A,5898,341,257,598,0.429765886
20200325,DC,183,1423,2,A,1606,228,46,274,0.167883212
20200325,DE,115,36,0,C,151,0,24,24,1
20200325,FL,1682,15374,22,A,17056,2247,270,2517,0.10727056
20200325,GA,1247,4932,40,A,6179,474,221,695,0.317985612
20200325,GU,37,233,1,0,270,32,5,37,0.135135135
20200325,HI,90,4357,0,A,4447,768,13,781,0.016645327
20200325,IA,145,2578,1,C,2723,263,21,284,0.073943662
20200325,ID,73,1887,0,A,1960,0,23,23,1
20200325,IL,1865,12344,19,A,14209,2410,330,2740,0.120437956
20200325,IN,477,2879,14,B,3356,313,112,425,0.263529412
20200325,KS,126,2360,3,B,2486,274,28,302,0.092715232
20200325,KY,157,2865,4,A,3022,1103,33,1136,0.029049296
20200325,LA,1795,9656,65,A,11451,2441,407,2848,0.142907303
20200325,MA,1739,18079,33,B,19818,5365,679,6044,0.112342819
20200325,MD,423,94,4,D,517,0,74,74,1
20200325,ME,149,3177,0,A,3326,163,24,187,0.128342246
20200325,MI,7060,7537,43,D,14597,1741,619,2360,0.262288136
20200325,MN,287,11188,1,A,11475,5638,25,5663,0.004414621
20200325,MO,356,369,8,C,725,0,173,173,1
20200325,MP,0,0,0,0,0,0,0,0,0
20200325,MS,377,1566,2,B,1943,14,57,71,0.802816901
20200325,MT,53,1948,0,C,2001,305,7,312,0.022435897
20200325,NC,504,9985,1,A,10489,1844,106,1950,0.054358974
20200325,ND,39,1734,0,B,1773,280,5,285,0.01754386
20200325,NE,61,1304,0,A,1365,329,9,338,0.026627219
20200325,NH,108,2356,1,B,2464,909,7,916,0.007641921
20200325,NJ,4402,10452,62,B,14854,2127,727,2854,0.254730203
20200325,NM,100,6742,1,A,6842,852,17,869,0.019562716
20200325,NV,321,4251,6,A,4572,297,43,340,0.126470588
20200325,NY,30811,72668,285,B,103479,7063,5146,12209,0.421492342
20200325,OH,704,14060,10,B,14764,13920,140,14060,0.009957326
20200325,OK,164,805,5,A,969,70,58,128,0.453125
20200325,OR,209,4350,8,A,4559,0,0,0,0
20200325,PA,1127,11193,11,A,12320,2550,276,2826,0.097664544
20200325,PR,51,317,2,A,368,49,12,61,0.196721311
20200325,RI,132,1262,0,B,1394,62,8,70,0.114285714
20200325,SC,424,2303,7,B,2727,291,126,417,0.302158273
20200325,SD,41,819,1,A,860,29,11,40,0.275
20200325,TN,784,11012,3,A,11796,495,117,612,0.191176471
20200325,TX,974,12520,12,A,13494,1763,564,2327,0.242372153
20200325,UT,346,6491,1,A,6837,967,47,1014,0.046351085
20200325,VA,391,4979,9,A,5370,799,101,900,0.112222222
20200325,VI,17,55,0,0,72,55,0,55,0
20200325,VT,160,1810,8,A,1970,241,35,276,0.126811594
20200325,WA,4477,57897,159,A,62374,4571,439,5010,0.08762475
20200325,WI,585,10089,7,A,10674,1852,128,1980,0.064646465
20200325,WV,39,759,0,B,798,149,19,168,0.113095238
20200325,WY,44,954,0,A,998,244,15,259,0.057915058
20200324,AK,36,986,0,A,1022,40,14,54,0.259259259
20200324,AL,215,2106,0,C,2321,441,48,489,0.098159509
20200324,AR,218,947,0,A,1165,41,44,85,0.517647059
20200324,AS,0,0,0,0,0,0,0,0,0
20200324,AZ,357,313,5,B,670,4,92,96,0.958333333
20200324,CA,2102,13452,40,B,15554,885,369,1254,0.294258373
20200324,CO,720,5504,7,A,6224,659,129,788,0.163705584
20200324,CT,618,4682,12,A,5300,597,203,800,0.25375
20200324,DC,137,1195,2,A,1332,82,21,103,0.203883495
20200324,DE,91,36,0,C,127,0,23,23,1
20200324,FL,1412,13127,18,A,14539,2064,241,2305,0.104555315
20200324,GA,1026,4458,32,A,5484,161,254,415,0.612048193
20200324,GU,32,201,1,0,233,40,3,43,0.069767442
20200324,HI,77,3589,0,A,3666,634,21,655,0.032061069
20200324,IA,124,2315,0,C,2439,272,19,291,0.065292096
20200324,ID,50,1887,0,A,1937,578,3,581,0.005163511
20200324,IL,1535,9934,16,A,11469,1351,262,1613,0.162430254
20200324,IN,365,2566,12,B,2931,865,106,971,0.109165808
20200324,KS,98,2086,2,B,2184,1669,16,1685,0.009495549
20200324,KY,124,1762,4,A,1886,0,20,20,1
20200324,LA,1388,7215,46,A,8603,2439,216,2655,0.081355932
20200324,MA,1060,12714,26,B,13774,4451,382,4833,0.079039934
20200324,MD,349,94,3,D,443,0,61,61,1
20200324,ME,125,3014,0,A,3139,223,18,241,0.074688797
20200324,MI,6441,5796,24,D,12237,1099,652,1751,0.372358652
20200324,MN,262,5550,1,A,5812,1039,27,1066,0.02532833
20200324,MO,183,369,3,C,552,0,0,0,0
20200324,MP,0,0,0,0,0,0,0,0,0
20200324,MS,320,1552,1,B,1872,409,71,480,0.147916667
20200324,MT,46,1643,0,C,1689,497,12,509,0.023575639
20200324,NC,398,8141,0,A,8539,0,101,101,1
20200324,ND,34,1454,0,B,1488,101,4,105,0.038095238
20200324,NE,52,975,0,A,1027,619,2,621,0.003220612
20200324,NH,101,1447,1,B,1548,73,23,96,0.239583333
20200324,NJ,3675,8325,44,B,12000,7966,831,8797,0.094464022
20200324,NM,83,5890,0,A,5973,569,18,587,0.030664395
20200324,NV,278,3954,4,A,4232,464,33,497,0.06639839
20200324,NY,25665,65605,210,B,91270,8191,4790,12981,0.369000847
20200324,OH,564,140,8,D,704,0,122,122,1
20200324,OK,106,735,3,A,841,41,25,66,0.378787879
20200324,OR,209,4350,8,A,4559,701,18,719,0.025034771
20200324,PA,851,8643,7,A,9494,2048,207,2255,0.091796009
20200324,PR,39,268,2,A,307,79,8,87,0.091954023
20200324,RI,124,1200,0,B,1324,57,18,75,0.24
20200324,SC,298,2012,5,B,2310,546,0,546,0
20200324,SD,30,790,1,A,820,28,2,30,0.066666667
20200324,TN,667,10517,2,A,11184,7245,52,7297,0.007126216
20200324,TX,410,10757,9,A,11167,1054,58,1112,0.052158273
20200324,UT,299,5524,1,A,5823,734,42,776,0.054123711
20200324,VA,290,4180,7,A,4470,737,36,773,0.046571798
20200324,VI,17,0,0,0,17,0,0,0,0
20200324,VT,125,1569,7,A,1694,145,28,173,0.161849711
20200324,WA,4038,53326,146,A,57364,4818,434,5252,0.082635187
20200324,WI,457,8237,5,A,8694,1187,41,1228,0.033387622
20200324,WV,20,610,0,B,630,166,4,170,0.023529412
20200324,WY,29,710,0,A,739,118,3,121,0.024793388
20200323,AK,22,946,0,A,968,0,0,0,0
20200323,AL,167,1665,0,C,1832,201,29,230,0.126086957
20200323,AR,174,906,0,A,1080,195,9,204,0.044117647
20200323,AS,0,0,0,0,0,0,0,0,0
20200323,AZ,265,309,2,B,574,27,113,140,0.807142857
20200323,CA,1733,12567,27,B,14300,1263,197,1460,0.134931507
20200323,CO,591,4845,6,A,5436,770,116,886,0.130925508
20200323,CT,415,4085,10,A,4500,1208,192,1400,0.137142857
20200323,DC,116,1113,2,A,1229,156,18,174,0.103448276
20200323,DE,68,36,0,C,104,0,12,12,1
20200323,FL,1171,11063,14,A,12234,3073,341,3414,0.099882835
20200323,GA,772,4297,25,A,5069,877,172,1049,0.163965682
20200323,GU,29,161,1,0,190,35,2,37,0.054054054
20200323,HI,56,2955,0,A,3011,2692,8,2700,0.002962963
20200323,IA,105,2043,0,C,2148,828,15,843,0.017793594
20200323,ID,47,1309,0,A,1356,134,5,139,0.035971223
20200323,IL,1273,8583,12,A,9856,1312,224,1536,0.145833333
20200323,IN,259,1701,7,B,1960,408,58,466,0.124463519
20200323,KS,82,417,2,B,499,0,18,18,1
20200323,KY,104,1762,3,A,1866,290,5,295,0.016949153
20200323,LA,1172,4776,34,B,5948,2115,335,2450,0.136734694
20200323,MA,678,8263,17,B,8941,2787,131,2918,0.044893763
20200323,MD,288,94,3,D,382,0,44,44,1
20200323,ME,107,2791,0,A,2898,527,18,545,0.033027523
20200323,MI,5789,4697,15,D,10486,985,691,1676,0.412291169
20200323,MN,235,4511,1,A,4746,0,66,66,1
20200323,MO,183,369,3,C,552,0,93,93,1
20200323,MP,0,0,0,0,0,0,0,0,0
20200323,MS,249,1143,1,B,1392,29,42,71,0.591549296
20200323,MT,34,1146,0,C,1180,0,3,3,1
20200323,NC,297,8141,0,A,8438,1958,42,2000,0.021
20200323,ND,30,1353,0,B,1383,93,2,95,0.021052632
20200323,NE,50,356,0,A,406,0,2,2,1
20200323,NH,78,1374,0,B,1452,186,13,199,0.065326633
20200323,NJ,2844,359,27,B,3203,32,930,962,0.966735967
20200323,NM,65,5321,0,A,5386,599,8,607,0.013179572
20200323,NV,245,3490,4,A,3735,1042,55,1097,0.050136737
20200323,NY,20875,57414,114,B,78289,11181,5707,16888,0.33793226
20200323,OH,442,140,6,D,582,0,91,91,1
20200323,OK,81,694,2,A,775,25,14,39,0.358974359
20200323,OR,191,3649,5,A,3840,785,30,815,0.036809816
20200323,PA,644,6595,6,A,7239,1631,165,1796,0.091870824
